"","14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
"J82_URINARY_TRACT",0.051677,-0.168922,0.049143,0.30697,1.075844,1.021586,0.356709,-0.41365,-0.270033,0.493892,1.248065,1.098447,0.018916,-0.199769,0.161853,2.624233,2.434534,0.019943,-0.025103,0.120895,0.582876,-0.284004,-0.19095,-1.171371,-0.906722,-0.541962,-0.358066,0.056383,-0.029936,-0.021245,0.317848,-0.060773,-0.176415,-0.029291,0.033103,-0.03439,0.058071,-0.196921,-0.986462,-0.712252,0.262642,0.629002,0.212673,0.115345,0.079778,-0.489537,0.356653,0.523035,0.277343,-0.632125,0.287698,3.052376,-0.140862,-0.0279,-0.182574,-0.170669,0.218194,-0.06389,-0.606504,-0.357624,0.583547,-0.592088,-0.42643,1.515945,-0.414423,0.189146,0.151836,-0.061351,-0.259256,0.367326,-1.046284,0.026121,-0.346946,0.254589,-0.506976,-0.026481,-0.250274,0.988173,0.010947,-0.04426,-0.150407,-0.183089,-0.166268,0.267683,1.649687,0.666688,0.464634,0.024857,1.426358,0.780675,0.377973,-1.0398,0.301067,0.601441,0.021344,0.317281,0.522872,-0.244492,-0.428362,0.04652,-0.093919,1.0971,0.036664,-0.559414,-0.073422,0.125142,0.380084,-0.10146,-0.368704,-0.619458,0.062606,0.381189,-0.222759,-0.181935,0.105211,-0.085836,-0.28104,0.011436,0.067589,-0.37066,0.248893,0.164087,-0.073754,0.873061,0.689451,0.104536,0.187569,0.728292,-1.597474,-0.503728,-0.65199,3.843669,-0.801514,-0.064664,-0.009323,0.14556,0.088548,0.390308,0.159656,-0.093142,1.537728,-0.308659,0.482996,-0.136959,0.024974,0.098274,3.178876,-0.16875,0.524904,-0.312924,-1.589768,0.298062,0.473395,0.569793,-0.143285,-0.020204,0.144812,0.254564,0.368374,-0.152059,-0.139378,-0.378666,-0.093401,0.904177,-0.079304,0.091502,-2.378106,-0.165387,-0.173863,0.132413,-0.15557,-0.768393,-1.811929,-0.229788,-0.128734,0.069279,0.038521,2.489979,2.21723,-0.53932,-0.136472,0.132637,-0.258176,-0.443445,-0.801067,-0.211268,-0.092115,0.07342,-0.170669,-0.140516,-0.010478,-0.275033,0.454272,0.05675,0.014937,0.094609,-1.572247,0.192189,0.085276,-0.189858,-0.214671,0.093459,-0.201906,0.485789,0.208707,0.138678,1.383617,0.142477,-0.258922,-0.358965,0.099507,-0.142226,-0.02272,-0.127295
"JHH4_LIVER",-0.213473,-0.245771,-0.031136,0.44533,0.40381,0.359222,0.281677,0.782544,-0.053983,1.481275,1.130738,0.473086,-0.117307,-0.293146,0.603137,1.549508,1.0711,-0.147765,0.40767,0.980135,-0.146082,-0.200022,-0.298314,0.811522,0.877556,-0.057332,-0.483612,0.334977,-0.109519,0.198512,0.104605,0.638535,-0.039102,-0.115222,-0.054961,-0.148607,0.171528,-0.086832,-0.057242,-0.117955,-0.109135,0.180281,0.100386,0.18963,-0.021578,0.534741,0.125455,-0.211927,-0.025167,-0.527017,0.481508,2.998697,-0.04488,-0.239426,-0.199854,-0.349758,0.81441,-0.042695,-0.160614,-0.130116,-0.10166,-0.572993,0.050324,0.522127,-0.544522,-0.465652,-0.161255,-0.162469,-0.189605,-0.082682,-1.792664,-0.2424,0.417637,2.222174,1.561973,0.16462,-0.174776,0.178761,-0.370324,0.009238,-0.421418,0.027448,-0.202866,0.715873,0.484169,0.265625,-0.11601,-0.127009,0.874702,-0.342876,0.256324,-0.033729,-0.674833,-0.184034,0.0396,0.766878,0.290444,0.881421,0.925678,0.317294,0.008156,0.872975,-0.393759,-1.193035,-0.238181,1.608582,-0.023604,-0.515845,-0.616753,0.652238,-1.181216,1.000404,-0.558516,0.045717,-0.124635,0.166421,0.217852,-0.180962,0.422008,0.576205,0.223029,-0.001026,0.089186,1.089144,0.289893,-0.165009,-0.563364,0.145997,0.616067,0.021248,-0.754904,3.000616,-1.059872,-0.213633,-0.242439,-0.157277,-0.11293,-0.014128,0.4251,0.510042,0.114636,0.316957,-0.324199,-0.299745,0.081761,0.815686,2.272951,-0.13772,0.410081,0.250462,0.61128,-0.176389,-0.027654,0.345824,-0.201914,-0.271066,-0.353541,1.578724,1.792055,0.462182,1.012485,-0.563942,-0.193813,0.15812,-0.396488,-0.371048,-0.098349,-0.535463,-0.227788,-0.280426,0.236259,0.143545,0.810464,-0.855924,0.683502,0.114228,-0.138033,-0.005401,-0.105752,-0.214326,-0.027288,-0.146122,0.239347,0.027434,0.047359,-0.120804,-0.035637,-0.036616,-0.154421,0.277357,-0.216765,0.24515,0.283125,-0.141259,0.496485,-0.041236,-0.47717,0.390426,-0.678988,-0.301412,-0.032311,0.437949,-0.115148,0.112165,-0.163607,-0.462926,0.122335,-0.249637,-0.314535,0.301704,0.010535,0.110238,0.014249,0.356207
"JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.085029,-0.114983,-0.418024,-0.881348,0.180097,-0.281366,-0.3176,-0.072903,-0.392901,-0.93763,-0.841305,0.196344,-0.245292,0.488634,0.24896,-1.202112,-0.849162,-1.150832,-0.08422,-0.262813,-1.958533,-0.517924,-0.343213,0.784592,0.214431,0.900094,0.240055,-0.508573,0.250424,0.777733,0.22347,2.621175,-0.258205,0.08621,-3.355917,-0.26239,0.543166,0.116278,2.863576,2.473606,-0.204715,0.394029,-0.217121,0.249302,0.214251,1.644211,0.79978,0.380323,-0.104153,-0.639454,-0.497126,-2.488429,0.185723,0.240807,-0.257968,-0.154921,1.897024,1.131347,1.0636,-0.232874,-0.016715,-0.597887,1.301098,0.786701,0.099108,-0.2285,1.05312,0.03758,0.188324,1.178864,-1.23078,0.369831,0.380466,-1.486339,-1.467091,0.083774,0.436103,0.692834,-0.030823,0.468612,-0.283954,-0.286473,0.755218,-0.0379,-1.003439,0.718298,-0.250345,-0.22846,-0.77728,-0.387997,-0.23865,-0.719101,-1.023914,-0.31278,0.068308,-0.562751,-0.833057,-1.477167,-0.982874,-1.30163,0.384821,-0.120903,0.243739,0.234814,-0.174914,0.018337,0.146511,-0.814482,0.325981,0.694882,1.663417,-1.683105,0.736259,2.662192,-0.142603,-1.184801,-0.024586,0.144178,1.153087,1.716907,-0.204984,-0.238605,0.347786,0.175269,-0.544909,0.003988,0.258079,0.207238,-0.054235,-0.213523,-0.4619,-0.656363,-0.904945,0.091261,-0.094895,0.111115,0.169341,0.115585,-0.873585,-0.340379,-0.910013,0.851281,0.549823,-0.116458,0.148489,-0.251576,-0.856645,0.857761,-0.867465,1.644463,1.918016,-0.067238,-0.012315,-0.623222,-0.360679,0.611053,1.076009,0.745445,0.667944,0.305343,-0.165109,-0.9084,0.008617,0.482385,0.101109,0.381818,1.032992,-0.532228,0.306699,1.601925,0.285458,1.457901,2.460433,0.939952,0.373073,-0.004717,0.046405,-1.019028,0.008096,-0.362689,0.055044,0.833259,-0.388856,-0.633195,-0.270938,1.372043,0.528628,0.453924,0.229532,-1.286538,0.475843,-2.417139,-0.855015,-1.111609,1.123027,1.566783,5.050096,-0.216115,0.199982,-0.120716,-0.627343,-0.25422,0.261393,-0.098229,-0.085711,3.75777,-2.647648,-0.568416,0.128836,0.648594,-0.830853,-2.984632,0.143982,-0.503325
"JMSU1_URINARY_TRACT",-0.107613,-0.392168,-0.483787,0.308484,0.533105,0.545138,0.10099,0.263983,-0.413218,0.728517,0.658084,-0.471851,-0.236148,-0.038988,0.024314,0.056724,-0.264596,-0.320643,0.09332,0.785326,0.778959,0.026966,-0.177089,-0.652962,-0.074462,0.056163,-0.28018,0.099012,-0.05289,0.067565,-0.071853,0.139577,-0.573831,-0.03961,0.055197,0.039332,0.199187,-0.225777,0.426994,0.390498,-0.000281,1.305702,-0.268256,-0.163278,-0.014047,0.217701,0.386316,0.415379,0.793429,-0.587113,-0.324646,2.941615,-0.146014,-0.255714,-0.270615,0.318383,0.167018,-0.184654,-0.008227,-0.189744,0.477008,-0.39099,0.405998,0.911384,-0.330986,-0.085953,0.185786,-0.182637,-0.202613,-0.449843,-0.278217,0.170233,0.386782,0.810047,-0.32857,-0.109312,-0.01187,0.039709,-0.084331,0.11406,-0.127092,-0.036086,0.140167,0.127411,-0.437178,1.471205,-0.326001,0.079912,1.170858,-0.697332,-0.719376,0.508604,0.187069,-0.663775,-0.070639,0.44185,0.387138,-0.391452,-0.158863,-0.13692,-0.081306,0.25529,-0.236411,-0.95403,0.297287,0.026188,0.153258,-0.175201,-0.627148,0.059276,-1.153314,1.194753,2.25487,-0.433667,-0.463173,0.355987,0.698086,-0.325962,0.161704,0.35537,0.535787,0.347024,-0.17015,0.493268,0.186608,-0.116292,-0.761821,2.148361,-1.110564,-0.844753,-0.410619,4.345693,-0.44325,-0.339766,0.066867,-0.263152,-0.463224,-0.268746,0.05208,1.795467,0.188944,-0.164091,-0.386329,0.373197,0.20251,0.850276,2.329135,-0.259388,0.382041,-0.15211,0.020609,-0.035709,-5.8e-05,0.629657,-0.01086,0.236478,-0.321709,0.27623,0.784017,-0.227466,0.516704,0.160473,-0.020793,-0.09329,-0.193697,0.092355,0.148853,-0.487693,-0.704613,0.690225,0.046532,-1.02847,-1.948075,-0.480413,0.585543,-0.101909,0.558042,1.529913,0.606526,-0.03356,-0.250191,-0.244466,0.129081,-0.67255,-0.590589,0.178417,0.083119,0.128525,0.085343,-0.092027,-0.188921,0.286311,-0.185914,-0.429554,0.29086,0.190595,-2.373744,-0.025486,0.020819,-0.182214,1.0539,0.319754,-0.377798,0.529693,-0.094555,-0.950658,0.454149,-1.490201,0.009298,0.093837,0.635796,0.772033,0.091311,0.628347
"JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.085008,0.015516,-0.225292,-0.147915,-0.211492,0.254645,-0.225529,-0.087246,0.175619,0.459291,0.913125,0.758907,-0.076663,0.075507,0.119449,2.683783,1.401773,-1.058809,0.193452,0.904658,-1.186508,-0.120463,0.068359,0.664459,-0.65977,0.71108,0.637354,0.477055,-0.148126,0.279898,-0.517093,0.752346,-0.398768,0.253482,-2.773595,-0.137221,-1.262406,-0.109949,0.660673,0.488393,-0.126981,-0.63662,1.834414,-0.117958,0.030433,-0.344593,-0.004405,0.465812,0.743936,-0.410155,-0.405312,-2.858357,-0.124919,0.138982,-0.949255,-0.112374,0.236012,0.611285,0.312508,-0.290364,-0.253703,-0.580098,-0.171824,0.340405,-0.244882,-0.200142,-0.002911,-0.139373,0.139362,0.045046,-0.402364,-0.059785,0.294151,-1.327556,-0.560983,-0.137138,-0.038427,-0.240432,0.13137,0.011437,-0.126969,-0.09574,0.16873,-0.679566,-1.543481,0.291849,-0.451647,0.314862,-0.504386,-0.383976,0.901886,0.407369,1.125455,0.89092,0.692332,1.622086,1.913823,-1.25103,-0.331943,-0.839892,0.05211,-0.261454,-0.159213,1.224067,0.336923,-0.3884,-0.157054,0.763608,0.404757,0.652902,3.010791,1.147701,0.141595,0.930212,0.322905,0.498784,-0.26411,-0.173794,-1.137178,-2.074085,0.689983,0.381204,0.223998,0.10809,-0.60691,-0.034513,-0.139053,0.316502,-1.248275,0.269785,-0.556791,-0.892764,-0.506014,0.849146,0.013239,0.146234,0.534758,0.929073,0.502685,-0.466235,-2.311616,0.259392,0.931522,0.127087,-0.010002,0.447378,-1.215022,-0.145349,-0.051948,0.766189,1.288354,0.036464,-0.011693,-0.20636,-0.038082,0.704209,0.953754,1.550786,2.433061,0.72761,1.418619,0.339725,0.016113,0.355373,0.217454,-0.2902,-2.846861,0.697006,-0.630275,0.670426,0.832864,1.137368,1.808252,0.590454,0.397942,0.398441,0.29778,-0.658098,-0.287766,-0.107411,-0.282923,0.139363,-0.169403,0.310734,-0.566285,0.137502,-0.154282,0.075826,-0.603338,-0.434379,2.48457,-0.883007,0.738906,-0.06537,-0.812437,0.555139,2.395862,-0.653591,-0.339853,0.122269,-0.369479,-0.022835,-0.18718,0.809289,1.079579,6.331614,0.145649,-0.993877,-0.146034,0.292643,-1.269728,-1.876402,-0.33619,0.277727
"K029AX_SKIN",0.390109,0.382919,0.411954,0.357139,0.823773,0.711469,0.571588,-0.477983,-0.309259,-0.14186,-0.047149,-0.286712,-0.016227,-0.251985,1.002581,0.965089,0.752633,-0.158755,0.291365,-0.721427,-1.365466,-0.442669,0.081128,-1.7467,1.655407,0.086647,-0.297832,-0.107518,-0.127648,0.217914,0.859191,0.482673,0.443485,0.320267,-0.129221,0.11546,1.354631,-0.074013,-0.744597,-0.588232,-0.18716,-0.159755,0.898552,-0.22892,-0.084228,1.317395,-0.649998,-0.863653,-0.325657,-0.055962,-0.045193,-3.145374,0.206446,-0.23126,-0.578525,0.949115,-0.330307,-0.122576,-0.43804,-0.39747,-0.027855,-0.146976,-0.013735,-0.108972,0.523706,0.643043,-0.094552,-0.039383,0.030835,0.279089,2.268045,1.620812,0.513016,-0.953415,-1.037002,-0.107692,-0.441167,0.192695,-0.324924,-0.136967,0.269825,0.792347,1.181165,0.321249,0.010602,0.090492,-0.161088,0.083881,0.524677,-0.399848,1.692957,1.009723,-0.702211,-0.193574,-0.082507,0.13821,0.38194,0.157564,-0.407892,0.777105,-0.21338,-0.140058,-0.038406,1.434939,-0.142436,-0.678541,0.280327,-0.616145,-0.089713,0.266985,0.170162,-0.419328,0.835283,0.053234,-0.054197,0.913141,-0.172301,-0.232386,-0.534996,-0.319072,-0.009759,0.081452,0.431193,0.34458,0.40314,-0.181033,0.447206,-0.758337,0.531849,0.560282,1.314661,0.628281,0.676626,-0.183435,-0.154535,0.378612,0.331245,0.461744,-0.969569,-0.642774,0.948047,-0.312886,0.219201,-0.377644,-0.092063,-0.368917,-0.475794,-0.248496,0.969709,-0.050053,-0.569777,0.184109,0.172363,0.443673,3.249247,-0.314153,0.758518,-0.805451,-0.841332,0.12132,0.137348,0.130969,-0.130054,0.39089,-0.317988,0.13038,-2.865629,-0.365379,-0.232398,-0.16712,0.047862,0.310041,1.181319,-0.328432,-0.45104,0.288042,-0.342452,1.60865,1.924792,0.404161,-0.199472,-0.178107,-0.110323,-0.90132,0.292743,-0.279066,0.065756,-0.288277,0.075209,-0.140999,0.282082,-0.301448,0.634062,0.058867,1.677369,-0.335797,1.11362,0.58556,-0.056819,0.847401,0.14968,-0.096915,0.968934,0.285878,-0.230318,-0.194347,-1.049519,-2.509763,0.017104,0.202845,-0.106832,0.197643,1.157683,-0.032016
"KALS1_CENTRAL_NERVOUS_SYSTEM",-0.229797,0.168342,-0.10897,-0.50784,0.258105,0.145534,0.12209,0.543355,0.015511,-0.645025,-0.420464,0.146202,-0.097965,0.16794,0.081889,2.373503,2.141628,0.215239,-0.085446,-0.294491,0.338357,0.008864,0.632608,-1.043674,0.101226,-0.225831,-0.293183,-0.276996,-0.217861,-0.09609,-0.049864,-0.160536,-0.621254,0.062579,0.174844,-0.065457,0.824519,-0.096221,-0.293924,-0.145434,0.218874,0.400322,-0.057725,0.132061,-0.105589,-0.064756,0.366835,0.030145,0.241923,1.017206,-0.347118,2.377113,-0.070049,-0.028512,-0.068719,-0.250782,-0.133038,0.107645,-0.782734,-0.264426,0.003274,-0.67602,0.404037,0.976167,-0.269297,0.819942,0.242513,0.049816,-0.025392,0.113948,-1.583046,-0.418648,-0.177122,-0.183422,-0.607708,-0.256537,-0.302821,-0.190495,-0.195839,-0.175475,0.048255,0.032406,-0.222772,-0.952195,2.228879,0.335143,0.142912,0.019033,0.262469,-0.086835,-2.450627,-0.246135,-0.635365,0.21599,0.17596,0.033506,0.115145,-0.292747,-0.246426,-0.497681,0.421447,1.276948,-0.162181,2.420065,-0.11505,-0.198005,0.185847,-0.15857,0.120628,-0.34282,-0.454247,1.622232,-0.626098,-0.161753,0.140929,0.610107,0.331821,-0.036144,-0.033156,-0.520278,0.029479,0.096177,-0.22011,0.561169,0.543494,0.026981,0.186339,0.755672,0.097433,0.698051,-0.474174,5.56047,1.471118,-0.178912,-0.148711,0.049051,0.267733,0.271052,-0.278211,1.395808,0.503909,-0.410872,0.436964,-0.487765,0.070448,1.122302,0.796834,-0.044554,0.353625,-0.009018,-0.461536,-0.008469,0.046621,0.319773,-0.228909,0.050344,0.463262,0.003382,0.011665,-0.265791,0.221777,-0.024968,-0.17638,0.864508,-0.188444,-0.441989,-3.157594,-0.017553,-0.259684,0.077872,-0.431562,-1.04733,-1.31577,0.221992,0.156195,-0.037282,-0.592423,0.936304,1.106069,0.145328,-0.131008,0.113411,-0.163159,-0.116421,-0.636337,0.05365,-0.208446,0.032666,0.488383,0.113438,-0.414483,0.28771,-0.000129,0.118638,-0.333483,0.25726,-1.742186,0.347077,-0.994691,-0.178686,-0.062302,-0.21417,-0.101138,0.147958,0.10221,-0.129975,1.523252,0.565419,-0.377711,-0.28534,-0.06262,-0.499883,-0.233046,0.343858
"KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.354034,-0.267004,-0.570994,-0.356038,-1.021294,-0.648016,0.069504,-1.195204,0.099378,-1.251307,-1.076943,-0.56315,-0.300819,1.592558,-1.515304,-0.733581,-0.773023,-1.062759,-0.209772,-0.742334,-1.773985,2.370181,-0.071563,-0.314181,0.816939,0.685057,0.10657,-0.051191,0.079599,0.107826,0.236408,2.506698,-0.165603,0.232661,-3.185375,-0.269172,-1.161528,0.118768,2.809276,2.315075,-0.041887,0.184898,-0.576593,0.56917,0.227984,1.307339,0.271579,0.37636,0.08325,0.809257,0.154679,-2.129072,0.190419,-0.014762,-0.868281,-0.256143,1.226832,-0.30059,0.663319,0.443433,0.335783,-0.318802,1.32057,-0.354115,-0.521659,-0.179694,0.205532,0.226755,-0.151834,-1.228909,-0.511503,1.711308,0.991304,-1.181756,-0.550992,0.162039,-0.003946,0.372637,0.311268,0.114384,0.536973,-0.767212,0.398837,-1.24806,1.330738,0.41047,0.866459,0.929602,-0.750591,-1.237321,1.167357,-0.452165,-1.054768,0.402481,0.054839,-0.516766,-0.058759,-1.163635,-0.644023,0.033857,0.356161,-0.794831,0.102833,-0.05706,0.060328,-0.031666,0.503462,-0.386658,-0.025695,-0.397778,0.890229,-0.695387,0.266678,0.673875,1.13047,-0.594214,0.126291,0.309519,-0.038788,0.124876,-0.352028,-0.462079,-0.237327,-0.961241,0.027623,0.227904,-0.43779,-0.015833,-0.009582,-0.126791,-0.282429,0.329522,-1.026422,-0.088378,0.200194,0.805183,0.133057,0.269972,-0.818884,-0.47751,-0.759506,0.468364,-0.721055,-1.137324,0.043103,-0.32208,-0.367337,0.171079,-1.412775,0.266467,0.612524,0.170441,0.511709,-0.317526,0.543856,-0.262596,-0.151997,-0.975466,-1.519419,0.037639,-1.390512,-0.724131,0.077892,0.206581,0.045981,0.140479,0.99226,-0.552398,0.728083,1.236728,-0.04597,0.594148,1.186788,0.986895,0.469517,0.090803,-1.230787,-2.468308,-1.860089,-0.146049,0.174345,0.300702,0.282288,-0.643815,-0.734051,0.557874,0.33631,-0.187748,0.356443,-0.004742,1.218329,0.574038,-0.570209,-0.287438,-0.211204,0.2256,-1.504842,-0.332168,0.834639,-0.47694,-0.827522,-0.375479,0.094395,0.130858,0.648511,6.848307,-1.945797,-1.744368,0.445008,0.267032,-0.675551,-2.681299,0.257785,0.154913
"KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.016063,0.194107,0.196755,0.45834,0.844748,0.612832,0.223872,0.202994,-0.35046,0.932692,-0.033587,0.225111,-0.195457,0.239414,-0.119264,-1.105503,-0.790361,-1.050558,-0.424627,0.2051,-2.024899,-0.747861,-0.154834,-0.528313,-0.90584,1.570353,1.003031,0.389373,0.11543,0.238636,0.409341,0.289965,1.172156,0.01288,-2.091005,-0.242119,-0.698702,-0.014398,2.248341,2.110824,0.039144,0.081856,-0.326643,-0.060493,0.073616,1.689112,1.007204,0.097739,0.09051,0.671655,0.113997,0.325991,0.126148,-0.24035,-0.910568,0.338563,0.1996,0.407303,1.050996,-0.138808,-0.108814,-0.355117,-0.101807,1.271494,-0.016899,-0.418152,-0.301768,-0.114396,0.052519,-0.369319,-0.46897,1.485619,-0.531092,-0.507442,-0.820911,-0.060817,0.430462,0.803386,-0.22842,0.087915,0.328501,0.146261,0.606798,-0.155305,-1.798,0.388229,-0.026147,-0.070847,0.472146,-0.577557,-1.057751,1.090749,0.701066,0.233166,0.456586,-1.194609,-1.125538,-0.026725,-0.956297,1.447827,0.242063,0.029898,0.219674,-0.995516,-0.454447,0.593223,0.063277,0.010913,0.828162,0.19447,-0.253294,-0.152402,0.294924,0.367451,0.333889,0.530654,0.070277,-0.458555,-0.303689,0.663242,-0.421767,-0.273883,0.965187,0.873957,0.208477,-0.137757,0.044312,-0.910061,0.630379,0.17292,-0.164911,2.654388,-0.265607,0.274979,0.558004,0.793622,0.27035,0.460348,-0.760723,0.544105,0.940229,0.715345,-0.052868,-0.684228,-0.354229,-0.905946,-1.826097,0.041247,0.247669,1.049756,1.674066,-0.119614,-0.42107,0.26307,2.439155,0.096813,-0.21695,-0.792611,-2.68988,-0.171931,-1.034876,-0.446508,-0.291247,-0.027402,-0.319987,-0.139348,0.186235,-0.312431,0.099735,-0.058546,0.160076,-0.137073,-0.211966,0.583348,-0.730554,-0.279278,-0.945103,0.322584,0.929409,0.388893,0.158927,0.452386,-0.394226,-1.101031,0.506678,-0.270841,-0.357578,-0.222395,0.413693,-1.603507,-0.2103,-1.708941,0.086311,-0.417075,-0.534139,-0.338875,-3.313847,0.077618,-0.103328,0.37638,0.337506,-0.323064,1.451027,-0.010379,-0.112775,-1.259754,-1.579244,0.298261,-0.025994,0.76069,-0.826032,-2.566534,0.524012,-0.454027
"KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.195874,-0.147455,0.184994,0.38352,0.236733,0.713706,0.473442,0.120071,-0.145966,0.432068,0.399121,-0.646398,-0.09104,0.102623,-0.645421,-0.176465,-0.259715,-0.703641,-0.219765,0.112131,-0.083097,0.028629,-0.094258,2.766703,0.44462,1.78758,1.237398,0.139895,0.153417,0.239731,-0.436816,0.742895,-0.32933,-0.066982,-2.078267,-0.077664,-1.123607,-0.041712,2.441401,2.10488,-0.244676,0,-0.138489,-0.138982,0.038289,0.659216,0.703913,0.333415,-0.049299,0.894364,0.525003,-2.272343,0.080818,0.178082,-0.777663,-0.150271,1.195108,0.402016,0.334936,0.091493,-0.039665,-0.790198,-0.100988,0.765304,-0.225386,-0.172291,0.050759,0.105607,0.233235,0.256814,-1.490855,0.325954,0.097462,-1.309902,-0.973456,-0.10268,0.401277,0.722842,0.49493,0.017521,-0.087041,-1.091473,-0.103145,0.737693,-1.117039,0.839825,0.805,0.002312,-0.724317,-0.692826,-1.634823,1.308512,-0.723187,0.185508,-0.042359,-0.360459,-0.133622,-1.742503,-0.759125,-0.342408,0.152279,-0.153886,-0.225075,-0.951074,0.021006,0.059262,0.108383,0,-0.570869,0.200161,0.758427,-1.446331,-0.565894,0.231638,0.084402,-0.749498,0.07065,0.106618,0.304468,0.088609,-0.490378,-0.271738,-0.030678,0.18112,0.025194,0.024221,0.17232,0.089948,-0.605391,-0.84504,-0.367519,3.879763,0.155511,0.57245,-0.060348,3.348607,0.023542,0.041914,-0.306457,-0.371853,-0.808184,0.764167,-0.007192,-1.106997,-0.114428,-0.652595,-0.753016,0.791042,-1.418993,0.301192,-0.66532,0.188365,0.291732,-0.318661,-0.040686,0.044069,-0.337993,-0.638824,-1.163254,-0.141823,-0.820554,-0.373864,0.14404,0.193459,-0.192322,0.539559,1.184776,-0.160529,-0.100236,0.603458,-0.155381,-0.044712,0.602197,0.464017,0.224248,0.269214,-1.224837,-0.437393,0.37325,0.475633,-0.012909,0.395801,-0.162158,-0.459889,0.047634,1.242057,-0.06625,0.25112,-0.045633,-1.138925,1.10346,0.107074,-0.0678,0.009492,0.366983,0.325814,-1.241334,-0.467731,-0.195198,-0.05973,-0.374966,-0.599978,0.07961,-0.028949,0.237247,5.196093,-2.873349,-2.016824,0.179443,0.104109,-1.155768,-3.325006,0.084047,-0.291937
